"","player_id","player_name","n_win"
"376586","376586","54Joao Joao Pedro Maturano ... RP376586",45
"317780","317780","38Daniel Daniel Guedes da Silva RP317780",45
"439689","439689","36Piton Lucas Piton Crivellaro RP439689",45
"387808","387808","31Arthur Arthur Gomes Lourenco RP387808",45
"557878","557878","33Khellven Khellven Douglas Sil ... RP557878",45
"699115","699115","3Júnior Alo ... Junior Osmar Ignacio... TP699115",45
"304071","304071","38Eduardo Eduardo Gabriel dos  ... RP304071",44
"188260","188260","43Tiago Tiago Pagnussat RP188260",44
"307285","307285","21Wellington ... Wellington Soares da ... RP307285",44
"316748","316748","49Lucas Lucas de Figueiredo ... RP316748",44
"296349","296349","19Edigar Edigar Junio Teixeir... RP296349",44
"340736","340736","20Matheus Matheus Rossetto RP340736",44
"389378","389378","39Breno Breno Henrique Vasco ... TP389378",44
"306149","306149","22Leandro Leandro Marcos Pereira RP306149",44
"409873","409873","27Ivaldo Jose Ivaldo Almeida  ... RP409873",44
"353824","353824","38Carlos Alb ... Carlos Alberto Carva... RP353824",44
"352647","352647","14Fabiano Fabiano Leismann RP352647",44
"150176","150176","30Kleber Kleber Giacomace de  ... RP150176",43
"165925","165925","1Muriel Muriel Gustavo Becker T(g)P165925",43
"179974","179974","9Ricardo Ricardo Bueno da Silva TP179974",43
"180622","180622","12Vladimir Vladimir Orlando Car ... RP180622",43
"163885","163885","13Fabio Fabio Ferreira da Silva RP163885",43
"308965","308965","37Henrique Henrique Silva Milagres TP308965",43
"303542","303542","18Matheus Matheus Galdezani RP303542",43
"293384","293384","15Anselmo Anselmo de Moraes RP293384",43
"303545","303545","23Douglas Douglas Coutinho Gom ... RP303545",43
"380655","380655","17Hugo Moura Hugo Moura Arruda da ... RP380655",43
"505058","505058","47Ferreira Aldemir dos Santos F ... RP505058",43
"422351","422351","52Jean Pyerre Jean Pyerre Casagran ... RP422351",43
"501063","501063","25Gabriel Me ... Gabriel Vinicius Menino TP501063",43
"336832","336832","25Naldo Marinaldo dos Santos... RP336832",43
"459744","459744","10Lucas Lucas Andres Mugni TP459744",43
"646668","646668","10Yeferson S ... Yeferson Julio Sotel... TP646668",43
"107639","107639","1Rogerio Rogerio Ceni T(g)P107639",42
"140841","140841","1Jefferson Jefferson de Oliveir... T(g)P140841",42
"138932","138932","2Ceara Marcos Venancio de A ... TP138932",42
"169945","169945","17Ytalo Ytalo Jose Oliveira  ... RP169945",42
"163056","163056","7Hulk Givanildo Vieira de  ... TP163056",42
"299208","299208","22Rhayner Rhayner Santos Nasci ... RP299208",42
"179486","179486","25Wellington Wellington Nasciment ... TP179486",42
"191433","191433","18Bergson Bergson Gustavo Silv... RP191433",42
"189538","189538","11Felipe Felipe de Oliveira Silva TP189538",42
"373841","373841","35Gabriel Gabriel Boschilia TP373841",42
"181262","181262","18Rafael Rafael de Souza Pereira TP181262",42
"337172","337172","29Luiz Luiz Ricardo Alves RP337172",42
"446408","446408","99Bento Bento Matheus Krepski R(g)P446408",42
"355675","355675","2Igor Igor Vinicius de Souza TP355675",42
"553190","553190","36Copete Jonathan Copete Valencia RP553190",42
"541574","541574","4 Fabian Cornello Balb... T 541574",42
"703937","703937","15Zaracho Federico Matias Zaracho TP703937",42
"541523","541523","29Lucas Romero Lucas Daniel Romero TP541523",42
"123816","123816","4Juan Juan Silveira dos Santos TP123816",41
"172039","172039","7Fernando Fernando Paixao da Silva TP172039",41
"156447","156447","16Filipe Luís Filipe Luis Kasmirski TP156447",41
"174348","174348","44Leandro Al ... Leandro Almeida da Silva TP174348",41
"160686","160686","3Rafael Rafael Ramos de Lima TP160686",41
"318682","318682","19Luan Luan Peres Petroni RP318682",41
"312048","312048","18Vinicius Vinicius Santos Silva RP312048",41
"186467","186467","9Hernane Hernane Vidal de Souza TP186467",41
"321636","321636","20Andre Luis Andre Luis da Costa  ... RP321636",41
"185974","185974","26Paulinho Paulo Luiz Beraldo S... RP185974",41
"320593","320593","56Jorge Jorge Marco de Olive... RP320593",41
"421138","421138","20Shaylon Shaylon Kallyson Cardozo RP421138",41
"526369","526369","41Bruno Gomes Bruno Gomes da Silva ... RP526369",41
"402375","402375","9Hernan Hernan Barcos TP402375",41
"457303","457303","34Adryelson  ... Adryelson Shawann Li ... RP457303",41
"387400","387400","33Walace Walace Souza Silva RP387400",41
"445840","445840","13Eugenio Eugenio Esteban Mena ... RP445840",41
"541788","541788","45Bruno Bruno Conceicao Praxedes TP541788",41
"554728","554728","80Otero Romulo Otero Vasquez RP554728",41
"155855","155855","16Joao Paulo Joao Paulo Gomes da ... RP155855",40
"173861","173861","15Hernanes Anderson Hernanes de... TP173861",40
"170144","170144","25Mariano Mariano Ferreira Filho RP170144",40
"321898","321898","40Joao Joao Pedro Vilardi Pinto RP321898",40
"186870","186870","5Airton Airton Ribeiro Santos TP186870",40
"305360","305360","39Marcio Ant ... Marcio Antonio de So... TP305360",40
"186564","186564","40Neto Norberto Pereira Mar... RP186564",40
"392224","392224","35Murilo Murilo Cerqueira Paim RP392224",40
"410547","410547","38Guilherme Guilherme Augusto Vi ... RP410547",40
"402208","402208","23Datolo Jesus Alberto Datolo RP402208",40
"428672","428672","39Pepe Eduardo Gabriel Aqui... RP428672",40
"611634","611634","17VINICIUS Marcos Vinicios Lope ... RP611634",40
"541232","541232","26Cuellar Gustavo Leonardo Cue ... TP541232",40
"509926","509926","20Agustin Agustin Lionel Allione TP509926",40
"137340","137340","13Rodrigo Rodrigo Baldasso da ... RP137340",39
"131212","131212","28Josue Josue Anunciado de O... TP131212",39
"330015","330015","10Jorge Jorge de Moura Xavier TP330015",39
"292357","292357","23Junior Urso Ocimar de Almeida Junior TP292357",39
"337363","337363","33Nonato Gustavo Nonato Santana RP337363",39
"337508","337508","13Jeferson Jeferson de Araujo d... RP337508",39
"292175","292175","31Samuel Samuel Rosa Goncalves TP292175",39
"328680","328680","13Douglas Douglas Ricardo Grolli RP328680",39
"337840","337840","19Renato Kay ... Renato Kayzer de Souza RP337840",39
"432222","432222","27Luan Luan Vinicius da Sil ... RP432222",39
"291855","291855","25Neto Sosthenes Jose Santo ... RP291855",39
"464320","464320","30Rodrigo Ne ... Rodrigo Nestor Bertalia RP464320",39
"559812","559812","16Natanael M ... Natanael Moreira Mil ... RP559812",39
"402984","402984","77Joel Diederrick Joel Tagu... RP402984",39
"554820","554820","38Jadson Jadson Meemyas de Ol ... RP554820",39
"554821","554821","7Nico Lopez Nicolas Federico Lop ... RP554821",39
"431054","431054","8Luis Luis Enrique Caceres ... TP431054",39
"154179","154179","12Sidney Sidney Aparecido Ram... RP154179",38
"158204","158204","2Luis Ricardo Luis Ricardo Silva U... TP158204",38
"165924","165924","10Luiz Adriano Luiz Adriano Souza d ... TP165924",38
"176522","176522","77Ederson Ederson Alves Ribeir... TP176522",38
"178178","178178","27Maicon Maicon Pereira Roque TP178178",38
"311988","311988","11Ale Alexandre Egea TP311988",38
"188453","188453","9Fernando Jose Fernando Viana ... TP188453",38
"180789","180789","17Uillian Uillian Correia Gran... RP180789",38
"355418","355418","14Victor Victor Hugo Soares d... RP355418",38
"308376","308376","27Douglas Douglas Augusto Soar... RP308376",38
"516798","516798","39Joao Lucas Joao Lucas de Souza  ... RP516798",38
"378268","378268","21Jean Jean Carlos de Souza ... RP378268",38
"540157","540157","13Luan Candido Luan Candido de Almeida TA540157",38
"410091","410091","77Lucas Lucas Fernandes RP410091",38
"706429","706429","33ALAN Alan Pereira Empereur TP706429",38
"137982","137982","13Marcos Rob ... Marcos Roberto da Si... RP137982",37
"169529","169529","2Ayrton Ayrton Luiz Ganino TP169529",37
"151708","151708","7Rafinha Rafael da Silva Fran ... TP151708",37
"177071","177071","27Kayke Kayke Moreno de Andr ... RP177071",37
"175878","175878","6Giovanni Giovanni Palmieri do ... TP175878",37
"185679","185679","2Cicinho Neuciano de Jesus Gusmao TP185679",37
"185301","185301","22Silvio Silvio Jose Cardoso ... TP185301",37
"191616","191616","31Ricardo Ricardo Goulart Pereira RP191616",37
"316223","316223","6Marlon Marlon Matheus Lopes ... TP316223",37
"318266","318266","27Thonny And ... Thonny Anderson da S... RP318266",37
"297441","297441","20Wescley Wescley Gomes dos Santos RP297441",37
"370756","370756","16Robinho Ba ... Marcos Vinicius de J ... RP370756",37
"348257","348257","14Emerson Emerson Raymundo Santos RP348257",37
"402095","402095","4Ramon Ramon Menezes Roma TP402095",37
"420409","420409","1Jean Jean Paulo Fernandes ... T(g)P420409",37
"541246","541246","12Calleri Jonathan Calleri TP541246",37
"540357","540357","35Danilo Santos Danilo Santos de Oliveira RP540357",37
"693055","693055","15Michel Ara ... Michel Daryl Araujo ... RP693055",37
"152825","152825","15Ramon Ramon Rodrigo de Freitas RP152825",36
"141341","141341","6Junior Cesar Junior Cesar Eduardo... TP141341",36
"140653","140653","8Cleber San ... Cleber Santana Loureiro TP140653",36
"159747","159747","9Humberlito Humberlito Borges Te ... TP159747",36
"169978","169978","25Julio Cesa ... Julio Cesar Jacobi RP169978",36
"168982","168982","30Leonardo Leonardo Gamalho de ... TP168982",36
"302436","302436","14Ezequiel Ezequiel Jacinto de  ... RP302436",36
"176375","176375","7Lins Lins Lima de Brito TP176375",36
"178723","178723","2Leandro Leandro da Silva TP178723",36
"322785","322785","2Arnaldo Arnaldo Manoel de Al... TP322785",36
"334457","334457","41Ze Roberto Jose Roberto Assunca ... RP334457",36
"334490","334490","18Jonas Jonas Gomes de Sousa TP334490",36
"406246","406246","97Nicolas Nicolas Vichiatto da ... RP406246",36
"421180","421180","21Willian Willian Marlon Ferre... TP421180",36
"308887","308887","40Marlon Marlon Santos da Sil ... RP308887",36
"364054","364054","6Marlon Marlon Rodrigues Xavier RP364054",36
"183189","183189","17Ananias Ananias Eloi Castro ... RP183189",36
"370997","370997","37Nathanael Nathanael Ananias da... RP370997",36
"319832","319832","39Bruno Guim ... Bruno Guimaraes Rodr ... RP319832",36
"318165","318165","23Romulo Romulo dos Santos de ... RP318165",36
"447783","447783","36Raniel San ... Raniel Santana de Va ... RP447783",36
"565578","565578","34Matheuzinho Matheus Franca Silva RP565578",36
"430638","430638","8Vargas Eduardo Jesus Vargas ... TP430638",36
"523883","523883","31Janderson Janderson Santos de Souza RP523883",36
"646848","646848","3Juan Quintero Juan Sebastian Quint... TP646848",36
"138908","138908","4Bolivar Fabian Guedes TP138908",35
"152954","152954","7Robinho Robson de Souza TP152954",35
"172038","172038","13Rodrigo Rodrigo Junior Paula... TP172038",35
"171745","171745","2Sueliton Sueliton Pereira de ... TP171745",35
"155605","155605","26Julio Cesar Julio Cesar Coelho d... TP155605",35
"354201","354201","21Douglas Douglas Moreira Fagundes RP354201",35
"320857","320857","30Vinicius Vinicius Vasconcelos... TP320857",35
"441844","441844","44Alerrandro Alerrandro Barra Man... RP441844",35
"383527","383527","20Neto Antonio Francisco Mo... RP383527",35
"523841","523841","34Luiz Henri ... Luiz Henrique Andre ... RP523841",35
"512119","512119","14Raniele Al ... Raniele Almeida Melo RP512119",35
"695696","695696","26Renzo Sara ... Renzo Saravia TP695696",35
"154989","154989","3Emerson Emerson dos Santos d... RP154989",34
"166258","166258","23Anderson Anderson Vieira Martins TP166258",34
"175720","175720","6Rafael Rafael Foster TP175720",34
"168766","168766","7Ze Eduardo Jose Eduardo Bischof... RP168766",34
"185339","185339","7Rene Rene dos Santos Junior TP185339",34
"169114","169114","8Ricardinho Ricardo Dias Acosta TP169114",34
"292526","292526","4Pablo Pablo Nascimento Castro TP292526",34
"178684","178684","7Renan Renan Henrique Olive... TP178684",34
"178096","178096","5Souza Josef de Souza Dias TP178096",34
"338237","338237","15Matheus Matheus de Vargas RP338237",34
"405061","405061","17Luis Luis Eduardo Marques ... RP405061",34
"350018","350018","28Joao Victor Joao Victor da Vitor ... RP350018",34
"337242","337242","36Lucas Lucas Kal Schenfeld ... RP337242",34
"413248","413248","9Lucas Lucas Ribamar Lopes  ... TP413248",34
"453232","453232","5Patrick de ... Patrick de Paula Carreiro RP453232",34
"328835","328835","41Sergio Sergio Antonio Soler... RP328835",34
"432218","432218","42Gabriel Gabriel Davi Gomes Sara RP432218",34
"303237","303237","6Joao Joao Lucas Cardoso TP303237",34
"421778","421778","6Igor Igor Aquino da Silva TP421778",34
"358318","358318","6Marcos Marcos Pedroso TP358318",34
"694075","694075","70Savarino Jefferson David Sava... TP694075",34
"593809","593809","33Jonatan Go ... Jonatan David Gomez TP593809",34
"646477","646477","11Yony Yony Alexander Gonza ... TP646477",34
"598963","598963","17Leo Valencia Leonardo Felipe Vale ... RP598963",34
"153229","153229","36Jailson Jailson Marcelino do ... RP153229",33
"294484","294484","28Marlon Marlon Adriano Prezotti RP294484",33
"158893","158893","10Renato Renato Adriano Jaco  ... TP158893",33
"162897","162897","5Helder Helder de Paula Santos TP162897",33
"164237","164237","9Dinei Telmario de Araujo S ... TP164237",33
"178222","178222","40Petros Petros Matheus dos S... TP178222",33
"336119","336119","37Caio Caio Alexandre Sousa ... RP336119",33
"322642","322642","29Guilherme Guilherme Bissoli Campos RP322642",33
"183381","183381","88Louza Luan Michel Louza RP183381",33
"338491","338491","21Ronaldo Ronaldo Henrique Fer... RP338491",33
"188990","188990","36Alan Alan Henrique Costa TP188990",33
"295957","295957","16Douglas Douglas Silva Bacelar RP295957",33
"341763","341763","16Auremir Auremir Evangelista ... RP341763",33
"398805","398805","21Matheus Matheus Leonardo Sal... RP398805",33
"530965","530965","32Joao Joao Lucas de Almeid ... RP530965",33
"305876","305876","6Dener Dener Assuncao Braz RP305876",33
"441979","441979","40Ederson Silva Ederson Jose dos San ... RP441979",33
"723593","723593","25Gabriel Me ... Gabriel Ivan Mercado TP723593",33
"459582","459582","1Martin And ... Martin Andres Silva  ... T(g)P459582",33
"691641","691641","24Cantillo Victor Danilo Cantil ... TP691641",33
"647148","647148","30Leandro Ba ... Leandro Barcia Montero TP647148",33
"117336","117336","1Dida Nelson de Jesus Silva T(g)P117336",32
"168441","168441","8Anderson Anderson Luis de Abr... TP168441",32
"167769","167769","6Marcio Aze ... Marcio Gonzaga de Azevedo RP167769",32
"179288","179288","29Michel Michel Macedo Rocha ... RP179288",32
"178095","178095","14Alan Kardec Alan Kardec de Souza... TP178095",32
"168939","168939","27Josimar Josimar Rosado da Si... RP168939",32
"300856","300856","8Luiz Luiz Gustavo Tavares... TP300856",32
"307616","307616","35Igor Igor de Carvalho Juliao RP307616",32
"302451","302451","17Cafu Jonathan Renato Barbosa RP302451",32
"175503","175503","11Chiquinho Francisco Sousa dos  ... TP175503",32
"538649","538649","31Natan Natan Bernardo de Souza TP538649",32
"566895","566895","9Borja Miguel Angel Borja H ... TP566895",32
"695297","695297","10Martin Ben ... Martin Nicolas Benitez TP695297",32
"158402","158402","9Bruno Bruno Rangel Domingues TP158402",31
"144059","144059","4Ebert Will ... Ebert Willian Amancio TP144059",31
"161269","161269","70Maicon Maicosuel Reginaldo ... TP161269",31
"314287","314287","25Bruno Bruno dos Santos Nazario RP314287",31
"168926","168926","1Matheus Matheus Fernando Cav ... T(g)P168926",31
"156325","156325","2Vitor Cicero Vitor dos San... TP156325",31
"170095","170095","8Pedro Ken Pedro Ken Marimoto M ... RP170095",31
"304239","304239","42Gustavo Gustavo Henrique Fer ... RP304239",31
"184845","184845","25Jucilei Jucilei da Silva TP184845",31
"186547","186547","27Bady Renato Escobar Baruffi RP186547",31
"186413","186413","22Abuda Jucimar Lima Pacheco RP186413",31
"374303","374303","29Lucas Lucas Fernandes da Silva TP374303",31
"337823","337823","7Caio Henrique Caio Henrique Olivei... TP337823",31
"411198","411198","77Guilherme Guilherme Parede Pin ... RP411198",31
"502001","502001","97Kevin Kevin Peterson dos S ... RP502001",31
"516781","516781","35Diego Diego Henrique Costa ... RP516781",31
"343235","343235","38Weverson Weverson Leandro Oli... RP343235",31
"435315","435315","5Gabriel  B ... Gabriel Baralhas dos ... TP435315",31
"407095","407095","25Jailson Jailson Marques Siqueira RP407095",31
"440499","440499","26Calebe Calebe Gonçalves Fer... RP440499",31
"526048","526048","19Marcos Paulo Marcos Paulo Costa d... RP526048",31
"553524","553524","13Cueva Christian Alberto Cu ... TP553524",31
"756284","756284","9Canobbio Agustin Canobbio Graviz RP756284",31
"459915","459915","6Frikson Frickson Rafael Eraz ... RP459915",31
"417861","417861","7Leandro Leandro Carvalho da Silva TP417861",31
"601171","601171","89Cleber Cleber Bomfim de Jesus TP601171",31
"166491","166491","86Derley Wanderley de Jesus Sousa RP166491",30
"150591","150591","11Dagoberto Dagoberto Pelentier TP150591",30
"167723","167723","36Tiago Tiago dos Santos Alves TP167723",30
"161940","161940","3Antonio Antonio Carlos dos S... TP161940",30
"187597","187597","16Alan Alan Luciano Ruschel RP187597",30
"300791","300791","29Kelvin Kelvin Mateus de Oli ... RP300791",30
"372403","372403","35Gabriel Jose Gabriel dos San ... RP372403",30
"443904","443904","34Chapecó Gabriel Hamester Grando T(g)P443904",30
"322380","322380","4Cleberson Cleberson Martins de... TP322380",30
"407776","407776","36Matheusinho Matheus Henrique de ... RP407776",30
"448892","448892","37Eduardo Sa ... Eduardo Santos Queiroz RP448892",30
"517179","517179","21Wesley Rib ... Wesley Ribeiro Silva RP517179",30
"513472","513472","28Adson Adson Ferreira Soares RP513472",30
"541294","541294","20Gabriel Gabriel Cordeiro Pirani RP541294",30
"612310","612310","27Ângelo Angelo Gabriel Borge ... RP612310",30
"143841","143841","19Edmilson d ... Edmilson dos Santos  ... RP143841",29
"172404","172404","13Frederico Frederico Burgel Xavier RP172404",29
"348537","348537","14David David de Duarte Macedo RP348537",29
"338849","338849","55Matheus Matheus de Sales Cabral RP338849",29
"316729","316729","22Mateus Mateus Goncalves Martins RP316729",29
"335599","335599","7Osman Osman de Menezes Ven ... TP335599",29
"303766","303766","18Nilson Francinilson Santos  ... RP303766",29
"440063","440063","21Lucas Halter Lucas Halter RP440063",29
"399284","399284","47Felipe Felipe dos Reis Pere ... RP399284",29
"395471","395471","94Douglas Douglas dos Santos J ... RP395471",29
"339275","339275","21Malcom Malcom Filipe Silva ... RP339275",29
"457323","457323","8Matheus So ... Matheus Sousa de Jesus TP457323",29
"631735","631735","39Vitor Roque Vitor Hugo Roque Ferreira RP631735",29
"580701","580701","23John Kennedy John Kennedy Batista ... RP580701",29
"552144","552144","29Pablo Pablo Gonçalves Maia ... RP552144",29
"122995","122995","10Alex Alexsandro de Souza TP122995",28
"172292","172292","12Denis Denis Cesar de Matos T(g)P172292",28
"153924","153924","31Vagner Love Vagner Silva de Souza TP153924",28
"178373","178373","18Jael Jael Ferreira Vieira RP178373",28
"173538","173538","19Aloisio Aloisio dos Santos G... RP173538",28
"186135","186135","27Fabio Sanches Fabio Pizarro Sanches RP186135",28
"180732","180732","44Renato Renato de Araujo Cha ... RP180732",28
"175323","175323","17Tiago Tiago Luis Martins RP175323",28
"298793","298793","44Andrigo Andrigo Oliveira de  ... RP298793",28
"437531","437531","35Sabino Jose Sabino Chagas M ... TP437531",28
"523349","523349","32Gabriel Fo ... Gabriel Fortes Chaves RP523349",28
"369136","369136","15Euller Elosman Euller Silva ... RP369136",28
"340115","340115","8Fran Dawhan Fran Urano da... TP340115",28
"517052","517052","27Matheus Matheus Alexandre An ... RP517052",28
"377355","377355","94Edinho Francisco Edson More... TP377355",28
"420688","420688","32Joao Joao Victor da Silva... RP420688",28
"443663","443663","18Alesson Alesson dos Santos B ... RP443663",28
"750897","750897","16BUSTOS Fabricio Tomas Busto ... TP750897",28
"541170","541170","2Henriquez Oswaldo Jose Henriqu... TP541170",28
"565315","565315","20Sornoza Junior Nazareno Sorn ... TP565315",28
"725766","725766","22Joaquin Pi ... Joaquin Piquerez Moreira RP725766",28
"154144","154144","8Cleiton Xa ... Cleiton Ribeiro Xavier RP154144",27
"164170","164170","25Leandro Leandro Castan da Silva TP164170",27
"165094","165094","25Diogo Silva Diogo Jose Goncalves ... RP165094",27
"293087","293087","22Santiago Santiago Trellez Vivero TP293087",27
"302136","302136","28Pedro Pedro Henrique Konze ... RP302136",27
"307277","307277","29Guilherme Guilherme Ferreira Pinto RP307277",27
"184174","184174","3Roger Roger de Carvalho RP184174",27
"306019","306019","16Renato Jose Renato da Silva ... RP306019",27
"360467","360467","27Paulo Paulo Roberto Moccelin RP360467",27
"371170","371170","19João Paulo Joao Paulo da Silva Alves TP371170",27
"337826","337826","15Flavio Med ... Flavio Medeiros da Silva RP337826",27
"567529","567529","35João Victor João Victor Gomes da ... RP567529",27
"509608","509608","29Bruno Bruno da Silva Costa RP509608",27
"646474","646474","28Orejuela Luis Manuel Orejuela... RP646474",27
"705188","705188","19Churin Diego Churin RP705188",27
"756803","756803","14Carlos de  ... Carlos Maria de Pena ... TP756803",27
"153189","153189","29Jorge Henr ... Jorge Henrique de Souza TP153189",26
"165524","165524","9Kempes Everton Kempes dos S... TP165524",26
"165775","165775","25Kanu Antonio Eduardo Pere... RP165775",26
"165831","165831","15Denilson Denilson Pereira Neves TP165831",26
"160379","160379","5Rafael Rafael Miranda da Co ... TP160379",26
"328949","328949","2Magno Jose Magno Jose da Silva RP328949",26
"170571","170571","14Ferron Luiz Antonio Linhare ... RP170571",26
"313001","313001","8RAFAEL GAVA Rafael Gustavo Meneg ... TP313001",26
"327667","327667","14Ricardo Ricardo Cesar Dantas... RP327667",26
"506499","506499","44Vitão Vitor Eduardo da Sil ... RP506499",26
"298485","298485","5Michel Michel Ferreira dos  ... TP298485",26
"510781","510781","22Joaquim He ... Joaquim Henrique Per ... RP510781",26
"384984","384984","22Carlos Carlos Eugenio Junio... RP384984",26
"464051","464051","31Heitor Rod ... Heitor Rodrigues da  ... TP464051",26
"431101","431101","79Matheus Bahia Matheus Bahia Santos RP431101",26
"307680","307680","38Wiliam Wiliam Silva Gomes B... RP307680",26
"542491","542491","29Pedrinho Pedro Gabriel Pereir ... RP542491",26
"756392","756392","14Rodrigo Rodrigo Fernandez Cedres TP756392",26
"753325","753325","11WANDERSON Wanderson Maciel Sou ... TP753325",26
"713866","713866","5Conti German Andres Conti TP713866",26
"291617","291617","1Richard Richard de Oliveira Costa T(g)P291617",25
"297781","297781","13Pedro Henr ... Pedro Henrique de Ca... RP297781",25
"178472","178472","26Ruy Ruy Franco de Almeid ... TP178472",25
"543163","543163","25Zanocelo Vinicius Nelson de S ... RP543163",25
"502361","502361","9Pedro Raul Pedro Raul Garay da Silva TP502361",25
"511021","511021","14Paulo Henr ... Paulo Henrique de Ol ... RP511021",25
"308149","308149","29Diego Diego Santos Gama Camilo RP308149",25
"712012","712012","26Nacho Fern ... Ignacio Martin Fernandez TP712012",25
"775569","775569","19Britez Emanuel Britez TP775569",25
"166274","166274","20Carlos Edu ... Carlos Eduardo Marques RP166274",24
"147224","147224","8Rodrigo Ol ... Rodrigo Oliveira de  ... TP147224",24
"334881","334881","43Willian Willian Osmar de Oli ... RP334881",24
"405543","405543","11Macae Matheus Barcelos da Silva RP405543",24
"387432","387432","29Roni Roni Medeiros de Moura TP387432",24
"347998","347998","38Brenner Brenner Marlos Varan... RP347998",24
"376217","376217","25Matheus Matheus Isaias dos S... RP376217",24
"524403","524403","35Welington Welington Damascena  ... RP524403",24
"460562","460562","32Mailson Mailson Tenorio dos ... RP460562",24
"387971","387971","11Camilo Camilo Reijers de Ol ... TP387971",24
"525042","525042","34Vitor Mendes Vitor Mendes Alves RP525042",24
"725558","725558","2Nicolas He ... Nicolas Hernandez Ro ... TP725558",24
"162905","162905","11Elton Elton Rodrigues Brandao TP162905",23
"311439","311439","37Mike Mike dos Santos Nena ... RP311439",23
"185680","185680","19Marquinhos Marcos Assis de Santana RP185680",23
"339209","339209","17Claudio Claudio Luiz Rodrigu ... RP339209",23
"409030","409030","15Gabriel La ... Gabriel Santos Corde ... TP409030",23
"354909","354909","2Gimenez Guilherme Gimenez de... TP354909",23
"405698","405698","33Ronaldo Ronaldo da Silva Souza RP405698",23
"527028","527028","43Bruno Bruno Roberto Pereir ... RP527028",23
"372370","372370","13Ricardo Ricardo Queiroz de A... RP372370",22
"333318","333318","3Hueglo Hueglo dos Santos Neris TP333318",22
"385658","385658","19Paulinho Paulo Henrique Sampa ... RP385658",22
"540268","540268","21Junior Jose Antonio dos San... TP540268",22
"750089","750089","80PITTA Isidro Miguel Pitta  ... RP750089",22
"153030","153030","7Leandro Leandro Fahel Matos TP153030",21
"328312","328312","26Richardson Richardson Fernandes ... TP328312",21
"297414","297414","3Cleber Cleber Janderson Per ... TP297414",21
"298911","298911","31Romario Romario Ricardo da Silva TP298911",21
"551311","551311","36Luis Henrique Luis Henrique Tomaz  ... RP551311",21
"441070","441070","11Erick Erick de Arruda Serafim TP441070",21
"452746","452746","33Marquinhos Marcos Vinicius Sous ... TP452746",21
"363480","363480","19Felipe Mar ... Felipe Marques da Silva RP363480",21
"322801","322801","29Joao Victor Joao Victor Santos Sa TP322801",20
"144094","144094","10Dani Alves Daniel Alves da Silva TP144094",19
"328812","328812","28Moises Moises Ribeiro Santos RP328812",18
"349619","349619","14Lucas Oliv ... Lucas da Cruz Oliveira RP349619",18
"772443","772443","30Pavon Cristian David Pavon RP772443",18
